IdFattura,IdProdotto,PrezzoUnitario,Quantita,Sconto,Omaggio,Iva
60,6,2.50,33,0.00,0,0.20
60,15,22.00,40,0.00,0,0.20
60,30,45.60,47,0.00,0,0.20
61,8,62.50,29,0.00,0,0.20
61,10,49.30,39,0.00,0,0.20
61,11,6.00,4,0.00,0,0.20
61,13,35.10,17,0.00,0,0.20
61,17,38.00,42,0.00,0,0.20
62,9,210.80,23,0.00,0,0.20
62,23,49.30,14,0.00,0,0.20
62,26,17.20,2,0.00,0,0.20
63,25,38.00,43,0.00,0,0.20
64,1,9.20,8,0.00,0,0.20
64,4,7.75,31,0.00,0,0.20
64,6,5.60,43,0.00,0,0.20
64,12,5.60,19,0.00,0,0.20
64,19,9.20,38,0.00,0,0.20
64,28,39.00,37,0.00,0,0.20
65,3,18.00,44,0.00,0,0.20
65,5,3.60,48,0.00,0,0.20
65,9,18.40,37,0.00,0,0.20
66,8,2.00,39,0.00,0,0.20
67,15,4.50,16,0.00,0,0.20
68,8,19.00,46,0.00,0,0.20
68,14,14.40,18,0.00,0,0.20
69,14,8.00,4,0.00,0,0.20
69,23,2.50,7,0.00,0,0.20
69,27,10.00,15,0.00,0,0.20
70,21,23.25,41,0.00,0,0.20
70,24,10.00,43,0.00,0,0.20
70,30,16.00,22,0.00,0,0.20
71,10,7.75,28,0.00,0,0.20
71,23,13.00,2,0.00,0,0.20
72,1,16.80,37,0.00,0,0.20
72,2,40.00,20,0.00,0,0.20
72,9,7.45,44,0.00,0,0.20
72,15,43.90,22,0.00,0,0.20
72,17,15.00,31,0.00,0,0.20
72,27,13.00,11,0.00,0,0.20
72,29,15.00,49,0.00,0,0.20
72,30,10.40,40,0.00,0,0.20
73,14,14.00,1,0.00,0,0.20
73,15,99.00,48,0.00,0,0.20
73,17,14.40,1,0.00,0,0.20
73,29,7.70,15,0.00,0,0.20
74,6,39.00,38,0.00,0,0.20
74,20,22.80,32,0.00,0,0.20
74,21,38.00,2,0.00,0,0.20
75,19,11.20,36,0.00,0,0.20
75,22,24.80,33,0.00,0,0.20
76,1,21.00,24,0.00,0,0.20
76,14,2.50,1,0.00,0,0.20
76,19,6.00,23,0.00,0,0.20
76,30,25.89,10,0.00,0,0.20
77,13,23.25,26,0.00,0,0.20
77,19,26.60,16,0.00,0,0.20
78,11,12.00,42,0.00,0,0.20
78,19,12.50,17,0.00,0,0.20
78,23,12.50,25,0.00,0,0.20
78,26,6.00,8,0.00,0,0.20
79,1,17.45,38,0.00,0,0.20
79,11,8.00,36,0.00,0,0.20
79,15,7.75,20,0.00,0,0.20
79,21,20.80,22,0.00,0,0.20
79,24,15.00,48,0.00,0,0.20
80,3,14.00,46,0.00,0,0.20
80,5,5.90,24,0.00,0,0.20
80,13,15.50,33,0.00,0,0.20
80,16,62.50,7,0.00,0,0.20
81,9,22.00,50,0.00,0,0.20
81,10,9.65,27,0.00,0,0.20
81,15,12.50,17,0.00,0,0.20
81,16,11.20,48,0.00,0,0.20
81,21,26.20,44,0.00,0,0.20
81,25,10.00,48,0.00,0,0.20
82,4,36.80,7,0.00,0,0.20
82,8,7.75,33,0.00,0,0.20
82,9,10.40,6,0.00,0,0.20
82,18,4.50,35,0.00,0,0.20
83,6,33.25,33,0.00,0,0.20
83,21,39.00,34,0.00,0,0.20
84,5,6.20,43,0.00,0,0.20
84,6,49.30,50,0.00,0,0.20
84,9,7.30,26,0.00,0,0.20
85,3,44.00,20,0.00,0,0.20
85,4,9.50,41,0.00,0,0.20
85,7,20.00,44,0.00,0,0.20
85,25,32.00,44,0.00,0,0.20
85,27,9.60,11,0.00,0,0.20
86,5,33.25,28,0.00,0,0.20
86,11,36.00,42,0.00,0,0.20
86,15,10.00,34,0.00,0,0.20
86,16,263.50,23,0.00,0,0.20
87,9,14.00,35,0.00,0,0.20
87,11,8.00,31,0.00,0,0.20
88,4,55.00,43,0.00,0,0.20
88,5,7.70,33,0.00,0,0.20
88,24,20.00,50,0.00,0,0.20
89,4,2.50,32,0.00,0,0.20
89,13,123.79,40,0.00,0,0.20
90,14,8.00,16,0.00,0,0.20
90,22,9.50,30,0.00,0,0.20
90,25,44.00,32,0.00,0,0.20
91,2,62.50,1,0.00,0,0.20
92,3,5.60,43,0.00,0,0.20
92,24,7.75,22,0.00,0,0.20
93,29,25.89,28,0.00,0,0.20
94,14,36.00,22,0.00,0,0.20
94,25,50.00,49,0.00,0,0.20
94,29,31.00,25,0.00,0,0.20
95,23,9.60,40,0.00,0,0.20
96,1,18.00,6,0.00,0,0.20
96,27,14.00,31,0.00,0,0.20
96,29,12.00,26,0.00,0,0.20
97,10,14.40,21,0.00,0,0.20
97,20,2.00,8,0.00,0,0.20
98,17,32.00,31,0.00,0,0.20
98,25,18.60,39,0.00,0,0.20
98,27,36.00,10,0.00,0,0.20
99,1,13.60,40,0.00,0,0.20
99,7,46.00,43,0.00,0,0.20
99,10,9.65,3,0.00,0,0.20
99,12,19.50,13,0.00,0,0.20
99,18,2.00,38,0.00,0,0.20
99,19,9.20,33,0.00,0,0.20
100,19,2.50,42,0.00,0,0.20
101,13,32.80,38,0.00,0,0.20
101,18,32.80,18,0.00,0,0.20
101,26,62.50,26,0.00,0,0.20
101,29,263.50,1,0.00,0,0.20
102,8,19.00,7,0.00,0,0.20
102,24,39.00,17,0.00,0,0.20
103,3,7.75,43,0.00,0,0.20
104,3,28.50,44,0.00,0,0.20
104,4,12.75,38,0.00,0,0.20
104,13,16.80,22,0.00,0,0.20
104,24,6.00,36,0.00,0,0.20
104,26,10.00,39,0.00,0,0.20
104,28,12.00,42,0.00,0,0.20
104,29,18.00,17,0.00,0,0.20
105,22,53.00,49,0.00,0,0.20
105,23,33.25,6,0.00,0,0.20
106,20,12.00,3,0.00,0,0.20
107,26,9.50,48,0.00,0,0.20
108,13,263.50,32,0.00,0,0.20
108,16,39.40,20,0.00,0,0.20
108,29,13.00,45,0.00,0,0.20
109,12,14.40,42,0.00,0,0.20
109,22,36.40,37,0.00,0,0.20
109,28,7.45,31,0.00,0,0.20
110,18,28.80,32,0.00,0,0.20
110,21,18.00,3,0.00,0,0.20
111,2,18.00,29,0.00,0,0.20
111,3,15.00,9,0.00,0,0.20
111,11,9.20,50,0.00,0,0.20
111,29,24.00,49,0.00,0,0.20
112,19,12.00,22,0.00,0,0.20
113,3,14.40,25,0.00,0,0.20
113,25,7.00,4,0.00,0,0.20
114,7,18.00,23,0.00,0,0.20
114,14,34.80,16,0.00,0,0.20
114,21,19.00,40,0.00,0,0.20
115,4,9.60,18,0.00,0,0.20
115,12,46.00,6,0.00,0,0.20
115,13,40.00,20,0.00,0,0.20
116,2,26.60,1,0.00,0,0.20
116,27,17.20,44,0.00,0,0.20
117,3,24.00,5,0.00,0,0.20
117,9,7.30,39,0.00,0,0.20
117,17,49.30,33,0.00,0,0.20
117,26,4.50,37,0.00,0,0.20
118,5,53.00,38,0.00,0,0.20
118,21,6.20,45,0.00,0,0.20
119,9,17.45,33,0.00,0,0.20
119,20,10.40,35,0.00,0,0.20
120,27,263.50,30,0.00,0,0.20
120,28,15.00,38,0.00,0,0.20
121,2,7.00,14,0.00,0,0.20
121,14,14.00,1,0.00,0,0.20
122,7,13.00,26,0.00,0,0.20
122,17,8.00,26,0.00,0,0.20
122,30,7.45,49,0.00,0,0.20
123,2,55.00,13,0.00,0,0.20
123,7,33.25,17,0.00,0,0.20
123,11,31.00,13,0.00,0,0.20
123,12,49.30,50,0.00,0,0.20
123,22,4.50,31,0.00,0,0.20
124,12,30.40,44,0.00,0,0.20
124,15,123.79,16,0.00,0,0.20
124,25,15.60,18,0.00,0,0.20
124,27,26.60,13,0.00,0,0.20
125,16,22.00,50,0.00,0,0.20
125,25,53.00,30,0.00,0,0.20
125,27,12.50,28,0.00,0,0.20
126,3,10.00,49,0.00,0,0.20
126,15,46.00,16,0.00,0,0.20
126,21,55.00,41,0.00,0,0.20
127,23,55.00,12,0.00,0,0.20
127,24,10.00,10,0.00,0,0.20
128,23,19.45,3,0.00,0,0.20
129,3,21.00,30,0.00,0,0.20
129,16,10.00,3,0.00,0,0.20
129,17,42.40,35,0.00,0,0.20
130,5,15.00,30,0.00,0,0.20
131,15,24.90,30,0.00,0,0.20
131,25,32.00,25,0.00,0,0.20
131,28,31.23,30,0.00,0,0.20
132,2,18.00,12,0.00,0,0.20
132,25,19.00,3,0.00,0,0.20
133,3,6.00,22,0.00,0,0.20
133,18,21.00,36,0.00,0,0.20
133,29,81.00,32,0.00,0,0.20
134,30,64.80,49,0.00,0,0.20
135,9,30.00,30,0.00,0,0.20
135,13,17.20,23,0.00,0,0.20
135,17,21.50,10,0.00,0,0.20
135,20,15.00,15,0.00,0,0.20
136,20,28.50,25,0.00,0,0.20
137,10,38.00,35,0.00,0,0.20
137,15,4.50,19,0.00,0,0.20
137,29,21.05,4,0.00,0,0.20
138,16,30.00,38,0.00,0,0.20
138,24,9.65,43,0.00,0,0.20
138,25,7.75,37,0.00,0,0.20
138,29,19.20,34,0.00,0,0.20
139,6,21.35,10,0.00,0,0.20
139,8,28.50,11,0.00,0,0.20
139,14,9.50,39,0.00,0,0.20
139,21,14.00,40,0.00,0,0.20
139,27,31.23,48,0.00,0,0.20
140,20,18.40,49,0.00,0,0.20
140,23,123.79,2,0.00,0,0.20
140,30,11.20,18,0.00,0,0.20
141,2,16.80,42,0.00,0,0.20
141,8,32.00,19,0.00,0,0.20
141,13,18.00,24,0.00,0,0.20
141,16,31.00,37,0.00,0,0.20
141,21,6.00,41,0.00,0,0.20
141,27,30.00,5,0.00,0,0.20
141,28,49.30,35,0.00,0,0.20
142,3,4.50,22,0.00,0,0.20
142,24,18.00,29,0.00,0,0.20
143,19,8.00,35,0.00,0,0.20
143,30,19.00,44,0.00,0,0.20
144,1,53.00,40,0.00,0,0.20
144,2,62.50,35,0.00,0,0.20
144,7,4.50,3,0.00,0,0.20
144,8,49.30,34,0.00,0,0.20
144,10,4.50,45,0.00,0,0.20
144,26,2.50,30,0.00,0,0.20
145,6,31.00,34,0.00,0,0.20
145,10,8.00,30,0.00,0,0.20
145,13,9.65,9,0.00,0,0.20
145,23,10.00,8,0.00,0,0.20
146,12,15.00,18,0.00,0,0.20
146,13,10.40,15,0.00,0,0.20
146,27,5.90,45,0.00,0,0.20
147,4,53.00,35,0.00,0,0.20
147,5,19.50,21,0.00,0,0.20
147,9,9.50,6,0.00,0,0.20
147,16,4.80,36,0.00,0,0.20
147,23,9.20,33,0.00,0,0.20
147,27,10.00,36,0.00,0,0.20
148,1,14.40,5,0.00,0,0.20
148,2,21.35,19,0.00,0,0.20
148,6,35.10,18,0.00,0,0.20
148,17,12.00,15,0.00,0,0.20
148,18,18.00,31,0.00,0,0.20
148,23,24.90,43,0.00,0,0.20
148,28,13.00,37,0.00,0,0.20
149,22,97.00,28,0.00,0,0.20
149,29,12.00,13,0.00,0,0.20
149,30,34.80,36,0.00,0,0.20
150,11,38.00,8,0.00,0,0.20
150,16,18.40,29,0.00,0,0.20
152,6,28.50,28,0.00,0,0.20
152,10,28.50,29,0.00,0,0.20
152,18,25.00,46,0.00,0,0.20
152,20,62.50,35,0.00,0,0.20
152,22,55.00,39,0.00,0,0.20
153,3,49.30,20,0.00,0,0.20
153,10,81.00,39,0.00,0,0.20
153,15,39.00,30,0.00,0,0.20
153,26,12.50,15,0.00,0,0.20
153,29,11.20,18,0.00,0,0.20
153,30,43.90,37,0.00,0,0.20
154,13,18.00,34,0.00,0,0.20
154,20,39.00,48,0.00,0,0.20
154,21,9.65,21,0.00,0,0.20
155,1,13.25,49,0.00,0,0.20
155,10,27.20,30,0.00,0,0.20
155,13,39.40,39,0.00,0,0.20
155,28,36.00,2,0.00,0,0.20
156,13,31.23,31,0.00,0,0.20
156,14,36.00,7,0.00,0,0.20
156,16,25.89,33,0.00,0,0.20
156,24,99.00,3,0.00,0,0.20
156,28,21.00,13,0.00,0,0.20
157,20,12.50,6,0.00,0,0.20
157,30,27.20,32,0.00,0,0.20
158,8,18.60,37,0.00,0,0.20
158,10,210.80,27,0.00,0,0.20
158,11,14.40,14,0.00,0,0.20
158,21,14.00,9,0.00,0,0.20
158,23,6.00,13,0.00,0,0.20
159,15,35.10,7,0.00,0,0.20
159,22,17.45,47,0.00,0,0.20
159,27,12.00,45,0.00,0,0.20
160,2,18.00,14,0.00,0,0.20
160,23,36.00,4,0.00,0,0.20
161,1,7.75,20,0.00,0,0.20
161,4,2.50,3,0.00,0,0.20
161,6,26.60,46,0.00,0,0.20
161,21,10.40,6,0.00,0,0.20
162,4,32.80,50,0.00,0,0.20
162,12,16.00,14,0.00,0,0.20
162,21,18.00,38,0.00,0,0.20
163,2,27.80,41,0.00,0,0.20
163,23,7.00,34,0.00,0,0.20
164,2,62.50,48,0.00,0,0.20
164,8,31.00,26,0.00,0,0.20
164,11,30.00,29,0.00,0,0.20
164,28,10.00,30,0.00,0,0.20
165,18,6.20,34,0.00,0,0.20
165,21,4.50,43,0.00,0,0.20
165,24,13.25,2,0.00,0,0.20
165,25,2.50,4,0.00,0,0.20
165,27,19.45,14,0.00,0,0.20
165,30,25.89,26,0.00,0,0.20
166,10,30.40,2,0.00,0,0.20
166,15,18.00,38,0.00,0,0.20
166,21,24.00,11,0.00,0,0.20
166,23,123.79,42,0.00,0,0.20
166,27,25.00,18,0.00,0,0.20
167,17,23.25,35,0.00,0,0.20
167,18,9.50,27,0.00,0,0.20
167,23,123.79,4,0.00,0,0.20
167,26,7.45,28,0.00,0,0.20
167,30,49.30,32,0.00,0,0.20
168,4,30.00,18,0.00,0,0.20
168,7,18.00,36,0.00,0,0.20
168,11,38.00,12,0.00,0,0.20
168,30,21.50,32,0.00,0,0.20
169,12,14.70,20,0.00,0,0.20
169,23,20.80,34,0.00,0,0.20
169,26,38.00,41,0.00,0,0.20
170,17,10.00,36,0.00,0,0.20
170,19,26.20,48,0.00,0,0.20
171,8,10.20,26,0.00,0,0.20
171,14,30.00,7,0.00,0,0.20
172,1,10.40,42,0.00,0,0.20
173,8,17.45,36,0.00,0,0.20
173,15,13.25,32,0.00,0,0.20
173,17,30.00,50,0.00,0,0.20
173,19,21.50,3,0.00,0,0.20
173,29,9.50,36,0.00,0,0.20
174,13,34.00,39,0.00,0,0.20
174,15,27.20,16,0.00,0,0.20
175,1,8.00,24,0.00,0,0.20
175,2,4.50,50,0.00,0,0.20
175,4,17.20,13,0.00,0,0.20
175,9,210.80,23,0.00,0,0.20
175,17,49.30,42,0.00,0,0.20
175,25,30.00,4,0.00,0,0.20
176,5,31.00,10,0.00,0,0.20
176,20,24.90,1,0.00,0,0.20
176,24,53.00,16,0.00,0,0.20
177,16,36.00,33,0.00,0,0.20
177,22,53.00,26,0.00,0,0.20
177,24,15.00,13,0.00,0,0.20
177,25,17.00,7,0.00,0,0.20
177,27,43.90,4,0.00,0,0.20
178,2,10.00,22,0.00,0,0.20
178,11,18.00,36,0.00,0,0.20
178,26,18.60,22,0.00,0,0.20
179,6,53.00,24,0.00,0,0.20
179,21,15.20,18,0.00,0,0.20
179,26,34.00,30,0.00,0,0.20
180,20,21.05,20,0.00,0,0.20
181,6,30.00,30,0.00,0,0.20
181,9,97.00,30,0.00,0,0.20
181,10,32.00,11,0.00,0,0.20
181,11,31.20,41,0.00,0,0.20
181,13,32.80,3,0.00,0,0.20
181,17,34.80,41,0.00,0,0.20
181,24,38.00,47,0.00,0,0.20
181,30,9.00,22,0.00,0,0.20
182,1,14.00,7,0.00,0,0.20
182,23,62.50,47,0.00,0,0.20
183,16,17.45,13,0.00,0,0.20
183,29,26.60,29,0.00,0,0.20
183,30,25.00,19,0.00,0,0.20
184,3,53.00,13,0.00,0,0.20
184,21,25.89,26,0.00,0,0.20
185,8,21.00,3,0.00,0,0.20
185,21,30.40,31,0.00,0,0.20
185,25,38.00,50,0.00,0,0.20
186,5,14.40,39,0.00,0,0.20
186,16,16.80,15,0.00,0,0.20
186,19,4.80,22,0.00,0,0.20
186,29,7.45,24,0.00,0,0.20
188,8,5.90,35,0.00,0,0.20
188,22,53.00,9,0.00,0,0.20
189,9,22.00,9,0.00,0,0.20
189,21,12.40,23,0.00,0,0.20
189,27,7.45,31,0.00,0,0.20
190,27,11.20,34,0.00,0,0.20
191,3,11.20,9,0.00,0,0.20
191,16,7.45,5,0.00,0,0.20
191,18,14.40,1,0.00,0,0.20
191,28,39.40,7,0.00,0,0.20
192,24,9.20,7,0.00,0,0.20
193,12,9.65,27,0.00,0,0.20
193,17,18.00,34,0.00,0,0.20
193,28,34.80,32,0.00,0,0.20
193,30,19.20,28,0.00,0,0.20
194,2,7.75,14,0.00,0,0.20
194,17,3.60,43,0.00,0,0.20
194,20,45.60,25,0.00,0,0.20
194,23,36.40,39,0.00,0,0.20
196,2,10.00,12,0.00,0,0.20
196,17,39.40,12,0.00,0,0.20
197,19,12.50,9,0.00,0,0.20
197,26,10.00,21,0.00,0,0.20
197,27,34.80,37,0.00,0,0.20
197,29,7.30,23,0.00,0,0.20
198,3,10.40,38,0.00,0,0.20
198,5,39.00,32,0.00,0,0.20
198,29,11.20,14,0.00,0,0.20
200,11,7.45,32,0.00,0,0.20
200,27,19.00,36,0.00,0,0.20
201,10,17.00,44,0.00,0,0.20
201,18,9.65,29,0.00,0,0.20
201,19,62.50,23,0.00,0,0.20
201,27,7.75,37,0.00,0,0.20
202,1,46.00,27,0.00,0,0.20
202,7,32.80,35,0.00,0,0.20
202,8,20.00,23,0.00,0,0.20
202,12,25.00,28,0.00,0,0.20
202,14,18.00,42,0.00,0,0.20
203,5,49.30,43,0.00,0,0.20
203,8,26.60,37,0.00,0,0.20
203,10,21.50,22,0.00,0,0.20
203,27,19.50,9,0.00,0,0.20
204,1,14.00,34,0.00,0,0.20
204,9,18.00,38,0.00,0,0.20
204,11,19.00,10,0.00,0,0.20
204,12,34.00,6,0.00,0,0.20
204,24,7.00,32,0.00,0,0.20
204,28,19.00,2,0.00,0,0.20
205,15,17.45,44,0.00,0,0.20
206,2,44.00,34,0.00,0,0.20
206,16,9.00,11,0.00,0,0.20
207,5,9.50,15,0.00,0,0.20
207,11,18.40,18,0.00,0,0.20
207,20,34.80,11,0.00,0,0.20
208,6,13.90,43,0.00,0,0.20
209,8,17.45,18,0.00,0,0.20
209,11,19.50,15,0.00,0,0.20
209,23,36.00,50,0.00,0,0.20
209,24,17.00,24,0.00,0,0.20
210,3,35.10,2,0.00,0,0.20
210,6,30.40,20,0.00,0,0.20
210,12,19.00,21,0.00,0,0.20
210,21,15.50,1,0.00,0,0.20
210,26,7.30,23,0.00,0,0.20
210,28,34.00,3,0.00,0,0.20
211,6,25.60,20,0.00,0,0.20
212,2,38.00,50,0.00,0,0.20
212,3,36.80,13,0.00,0,0.20
212,5,17.00,42,0.00,0,0.20
212,7,7.75,31,0.00,0,0.20
212,11,18.00,44,0.00,0,0.20
212,24,24.00,7,0.00,0,0.20
213,23,33.25,13,0.00,0,0.20
214,6,36.40,1,0.00,0,0.20
214,12,18.00,2,0.00,0,0.20
214,15,3.60,2,0.00,0,0.20
214,16,2.50,12,0.00,0,0.20
214,17,39.00,50,0.00,0,0.20
214,19,13.00,20,0.00,0,0.20
214,28,18.40,42,0.00,0,0.20
214,30,18.60,9,0.00,0,0.20
215,2,2.50,38,0.00,0,0.20
215,18,13.00,6,0.00,0,0.20
215,20,14.00,16,0.00,0,0.20
215,21,4.50,40,0.00,0,0.20
216,8,21.00,27,0.00,0,0.20
216,17,12.00,24,0.00,0,0.20
216,20,55.00,10,0.00,0,0.20
216,26,4.50,12,0.00,0,0.20
218,13,43.90,26,0.00,0,0.20
218,21,36.40,2,0.00,0,0.20
219,6,15.50,25,0.00,0,0.20
219,14,12.50,26,0.00,0,0.20
219,18,19.00,6,0.00,0,0.20
220,18,19.00,49,0.00,0,0.20
220,21,81.00,24,0.00,0,0.20
221,7,19.50,3,0.00,0,0.20
221,14,10.00,32,0.00,0,0.20
221,24,19.00,11,0.00,0,0.20
222,16,22.00,32,0.00,0,0.20
222,21,20.70,45,0.00,0,0.20
222,24,9.65,1,0.00,0,0.20
222,27,9.20,27,0.00,0,0.20
223,4,30.00,39,0.00,0,0.20
223,10,34.00,44,0.00,0,0.20
223,13,12.50,7,0.00,0,0.20
223,21,16.80,40,0.00,0,0.20
225,6,4.50,48,0.00,0,0.20
225,10,18.00,2,0.00,0,0.20
225,16,26.00,40,0.00,0,0.20
225,29,21.00,20,0.00,0,0.20
226,17,55.00,25,0.00,0,0.20
226,27,53.00,32,0.00,0,0.20
227,5,18.00,48,0.00,0,0.20
227,12,15.20,3,0.00,0,0.20
227,18,38.00,23,0.00,0,0.20
227,20,9.65,1,0.00,0,0.20
227,22,19.50,30,0.00,0,0.20
228,19,45.60,31,0.00,0,0.20
229,2,10.00,7,0.00,0,0.20
229,8,36.80,2,0.00,0,0.20
229,9,21.50,33,0.00,0,0.20
229,21,21.00,31,0.00,0,0.20
229,27,5.90,43,0.00,0,0.20
229,28,19.00,42,0.00,0,0.20
230,8,10.60,12,0.00,0,0.20
230,20,18.40,31,0.00,0,0.20
